date,RON 95-III
6/15/2023,70.62
6/16/2023,71.78
6/18/2023,71.47
6/19/2023,71.31
6/20/2023,70.5
6/21/2023,72.53
6/22/2023,69.51
6/23/2023,69.16
6/26/2023,69.37
6/27/2023,67.7
6/28/2023,69.56
6/29/2023,69.86
6/30/2023,70.64
7/3/2023,69.79
7/4/2023,71.06
7/5/2023,71.79
7/6/2023,71.8
7/7/2023,73.86
7/10/2023,72.99
7/11/2023,74.83
7/12/2023,75.75
7/13/2023,76.89
7/14/2023,75.42
7/17/2023,74.15
7/18/2023,75.75
7/19/2023,75.35
7/20/2023,75.63
7/21/2023,77.07
7/24/2023,78.74
7/25/2023,79.63
7/26/2023,78.78
7/27/2023,80.09
7/28/2023,80.58
7/31/2023,81.8
8/1/2023,81.37
8/2/2023,79.49
8/3/2023,81.55
8/4/2023,82.82
8/7/2023,81.94
8/8/2023,82.92
8/9/2023,84.4
8/10/2023,82.82
8/11/2023,83.19
8/14/2023,82.51
8/15/2023,80.99
8/16/2023,79.38
8/17/2023,80.39
8/18/2023,81.25
8/21/2023,80.72
8/22/2023,80.35
8/23/2023,78.89
8/24/2023,79.05
8/25/2023,79.83
8/28/2023,80.1
8/29/2023,81.16
8/30/2023,81.63
8/31/2023,83.63
9/1/2023,85.55
9/3/2023,85.85
9/4/2023,85.82
9/5/2023,86.69
9/6/2023,87.54
9/7/2023,86.87
9/8/2023,87.51
9/11/2023,87.29
9/12/2023,88.84
9/13/2023,88.52
9/14/2023,90.16
9/15/2023,90.77
9/18/2023,91.48
9/19/2023,91.2
9/20/2023,90.28
9/21/2023,89.63
9/22/2023,90.03
9/25/2023,89.68
9/26/2023,90.39
9/27/2023,93.68
9/28/2023,91.71
9/29/2023,90.79
10/2/2023,88.82
10/3/2023,89.23
10/4/2023,84.22
10/5/2023,82.31
10/6/2023,82.79
10/9/2023,86.38
10/10/2023,85.97
10/11/2023,83.49
10/12/2023,83.47
10/13/2023,87.69
10/16/2023,85.26
10/17/2023,85.44
10/18/2023,87.27
10/19/2023,87
